|dates|Norfolk_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Norfolk_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Norfolk_Massachusetts_UnitedStates.Male_Total_Population.data|Norfolk_Massachusetts_UnitedStates.Male_Total_Population.missing|Norfolk_Massachusetts_UnitedStates.Female_Total_Population.data|Norfolk_Massachusetts_UnitedStates.Female_Total_Population.missing|Norfolk_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Norfolk_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|118882.0|0|339234.0|0|366154.0|0|147749.0|0
