|dates|Bradford_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bradford_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bradford_Florida_UnitedStates.Male_Total_Population.data|Bradford_Florida_UnitedStates.Male_Total_Population.missing|Bradford_Florida_UnitedStates.Female_Total_Population.data|Bradford_Florida_UnitedStates.Female_Total_Population.missing|Bradford_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Bradford_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4935.0|0|15318.0|0|12414.0|0|5436.0|0
