|dates|Clinton_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Clinton_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Clinton_Kentucky_UnitedStates.Male_Total_Population.data|Clinton_Kentucky_UnitedStates.Male_Total_Population.missing|Clinton_Kentucky_UnitedStates.Female_Total_Population.data|Clinton_Kentucky_UnitedStates.Female_Total_Population.missing|Clinton_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Clinton_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1990.0|0|5014.0|0|5192.0|0|2293.0|0
