|dates|Colusa_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Colusa_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Colusa_California_UnitedStates.Male_Total_Population.data|Colusa_California_UnitedStates.Male_Total_Population.missing|Colusa_California_UnitedStates.Female_Total_Population.data|Colusa_California_UnitedStates.Female_Total_Population.missing|Colusa_California_UnitedStates.MaleAndFemale_Under18_Population.data|Colusa_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3163.0|0|11046.0|0|10581.0|0|5907.0|0
