|dates|Rockingham_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rockingham_NewHampshire_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rockingham_NewHampshire_UnitedStates.Male_Total_Population.data|Rockingham_NewHampshire_UnitedStates.Male_Total_Population.missing|Rockingham_NewHampshire_UnitedStates.Female_Total_Population.data|Rockingham_NewHampshire_UnitedStates.Female_Total_Population.missing|Rockingham_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.data|Rockingham_NewHampshire_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|55538.0|0|153319.0|0|155857.0|0|59995.0|0
