|dates|Ozark_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ozark_Missouri_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ozark_Missouri_UnitedStates.Male_Total_Population.data|Ozark_Missouri_UnitedStates.Male_Total_Population.missing|Ozark_Missouri_UnitedStates.Female_Total_Population.data|Ozark_Missouri_UnitedStates.Female_Total_Population.missing|Ozark_Missouri_UnitedStates.MaleAndFemale_Under18_Population.data|Ozark_Missouri_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2600.0|0|4523.0|0|4494.0|0|1693.0|0
