|dates|Rockingham_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rockingham_Virginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rockingham_Virginia_UnitedStates.Male_Total_Population.data|Rockingham_Virginia_UnitedStates.Male_Total_Population.missing|Rockingham_Virginia_UnitedStates.Female_Total_Population.data|Rockingham_Virginia_UnitedStates.Female_Total_Population.missing|Rockingham_Virginia_UnitedStates.MaleAndFemale_Under18_Population.data|Rockingham_Virginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15472.0|0|39975.0|0|41269.0|0|17785.0|0
