|dates|Shelby_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Alabama_UnitedStates.Male_Total_Population.data|Shelby_Alabama_UnitedStates.Male_Total_Population.missing|Shelby_Alabama_UnitedStates.Female_Total_Population.data|Shelby_Alabama_UnitedStates.Female_Total_Population.missing|Shelby_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|33087.0|0|104270.0|0|111437.0|0|50645.0|0
