|dates|Emanuel_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Emanuel_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Emanuel_Georgia_UnitedStates.Male_Total_Population.data|Emanuel_Georgia_UnitedStates.Male_Total_Population.missing|Emanuel_Georgia_UnitedStates.Female_Total_Population.data|Emanuel_Georgia_UnitedStates.Female_Total_Population.missing|Emanuel_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Emanuel_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3643.0|0|11130.0|0|11482.0|0|5584.0|0
