|dates|Mohave_Arizona_UnitedStates.BLS_EmployedPopulation.data|Mohave_Arizona_UnitedStates.BLS_EmployedPopulation.missing|Mohave_Arizona_UnitedStates.BLS_UnemployedPopulation.data|Mohave_Arizona_UnitedStates.BLS_UnemployedPopulation.missing|Mohave_Arizona_UnitedStates.BLS_UnemploymentRate.data|Mohave_Arizona_UnitedStates.BLS_UnemploymentRate.missing|Mohave_Arizona_UnitedStates.BLS_LaborForcePopulation.data|Mohave_Arizona_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-02|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-03|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-04|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-05|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-06|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-07|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-08|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-09|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-10|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-11|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-12|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-13|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-14|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-15|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-16|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-17|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-18|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-19|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-20|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-21|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-22|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-23|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-24|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-25|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-26|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-27|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-28|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-29|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-30|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-01-31|83273.0|0|5342.0|0|6.028324775715173|0|88615.0|0
0|2020-02-01|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-02|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-03|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-04|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-05|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-06|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-07|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-08|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-09|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-10|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-11|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-12|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-13|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-14|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-15|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-16|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-17|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-18|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-19|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-20|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-21|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-22|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-23|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-24|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-25|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-26|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-27|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-28|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-02-29|83847.5|0|4966.5|0|5.592023780034679|0|88814.0|0
0|2020-03-01|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-02|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-03|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-04|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-05|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-06|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-07|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-08|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-09|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-10|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-11|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-12|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-13|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-14|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-15|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-16|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-17|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-18|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-19|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-20|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-21|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-22|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-23|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-24|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-25|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-26|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-27|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-28|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-29|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-30|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-03-31|81751.5|0|6259.0|0|7.11165145067918|0|88010.5|0
0|2020-04-01|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-02|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-03|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-04|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-05|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-06|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-07|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-08|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-09|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-10|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-11|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-12|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-13|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-14|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-15|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-16|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
0|2020-04-17|71904.5|0|17244.5|0|19.343458703967514|0|89149.0|0
