|dates|Tyler_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tyler_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tyler_Texas_UnitedStates.Male_Total_Population.data|Tyler_Texas_UnitedStates.Male_Total_Population.missing|Tyler_Texas_UnitedStates.Female_Total_Population.data|Tyler_Texas_UnitedStates.Female_Total_Population.missing|Tyler_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Tyler_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4846.0|0|11693.0|0|10003.0|0|4183.0|0
