|dates|Kingsbury_SouthDakota_UnitedStates.BLS_EmployedPopulation.data|Kingsbury_SouthDakota_UnitedStates.BLS_EmployedPopulation.missing|Kingsbury_SouthDakota_UnitedStates.BLS_UnemployedPopulation.data|Kingsbury_SouthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Kingsbury_SouthDakota_UnitedStates.BLS_UnemploymentRate.data|Kingsbury_SouthDakota_UnitedStates.BLS_UnemploymentRate.missing|Kingsbury_SouthDakota_UnitedStates.BLS_LaborForcePopulation.data|Kingsbury_SouthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-02|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-03|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-04|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-05|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-06|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-07|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-08|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-09|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-10|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-11|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-12|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-13|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-14|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-15|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-16|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-17|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-18|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-19|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-20|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-21|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-22|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-23|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-24|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-25|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-26|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-27|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-28|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-29|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-30|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-01-31|2504.5|0|88.5|0|3.4130350944851524|0|2593.0|0
0|2020-02-01|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-02|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-03|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-04|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-05|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-06|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-07|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-08|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-09|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-10|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-11|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-12|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-13|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-14|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-15|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-16|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-17|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-18|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-19|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-20|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-21|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-22|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-23|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-24|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-25|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-26|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-27|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-28|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-02-29|2539.5|0|93.5|0|3.551082415495632|0|2633.0|0
0|2020-03-01|2578.5|0|94.5|0|3.5353535353535355|0|2673.0|0
0|2020-03-02|2578.5|0|94.5|0|3.5353535353535355|0|2673.0|0
0|2020-03-03|2578.5|0|94.5|0|3.5353535353535355|0|2673.0|0
0|2020-03-04|2578.5|0|94.5|0|3.5353535353535355|0|2673.0|0
0|2020-03-05|2578.5|0|94.5|0|3.5353535353535355|0|2673.0|0
0|2020-03-06|2578.5|0|94.5|0|3.5353535353535355|0|2673.0|0
0|2020-03-07|2578.5|0|94.5|0|3.5353535353535355|0|2673.0|0
