|dates|Cobb_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cobb_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cobb_Georgia_UnitedStates.Male_Total_Population.data|Cobb_Georgia_UnitedStates.Male_Total_Population.missing|Cobb_Georgia_UnitedStates.Female_Total_Population.data|Cobb_Georgia_UnitedStates.Female_Total_Population.missing|Cobb_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Cobb_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|92777.0|0|366600.0|0|390265.0|0|178546.0|0
