|dates|DeKalb_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|DeKalb_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|DeKalb_Tennessee_UnitedStates.Male_Total_Population.data|DeKalb_Tennessee_UnitedStates.Male_Total_Population.missing|DeKalb_Tennessee_UnitedStates.Female_Total_Population.data|DeKalb_Tennessee_UnitedStates.Female_Total_Population.missing|DeKalb_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|DeKalb_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3699.0|0|10061.0|0|10077.0|0|4351.0|0
