|dates|Smith_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Smith_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Smith_Mississippi_UnitedStates.Male_Total_Population.data|Smith_Mississippi_UnitedStates.Male_Total_Population.missing|Smith_Mississippi_UnitedStates.Female_Total_Population.data|Smith_Mississippi_UnitedStates.Female_Total_Population.missing|Smith_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Smith_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3138.0|0|7689.0|0|8313.0|0|3693.0|0
