|dates|Shelby_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Shelby_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Shelby_Illinois_UnitedStates.Male_Total_Population.data|Shelby_Illinois_UnitedStates.Male_Total_Population.missing|Shelby_Illinois_UnitedStates.Female_Total_Population.data|Shelby_Illinois_UnitedStates.Female_Total_Population.missing|Shelby_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Shelby_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4897.0|0|10815.0|0|10926.0|0|4642.0|0
