|dates|Rankin_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rankin_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rankin_Mississippi_UnitedStates.Male_Total_Population.data|Rankin_Mississippi_UnitedStates.Male_Total_Population.missing|Rankin_Mississippi_UnitedStates.Female_Total_Population.data|Rankin_Mississippi_UnitedStates.Female_Total_Population.missing|Rankin_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Rankin_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|23539.0|0|74073.0|0|79829.0|0|35671.0|0
