|dates|Atkinson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Atkinson_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Atkinson_Georgia_UnitedStates.Male_Total_Population.data|Atkinson_Georgia_UnitedStates.Male_Total_Population.missing|Atkinson_Georgia_UnitedStates.Female_Total_Population.data|Atkinson_Georgia_UnitedStates.Female_Total_Population.missing|Atkinson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Atkinson_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1167.0|0|4188.0|0|4109.0|0|2183.0|0
