|dates|Burke_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burke_NorthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burke_NorthDakota_UnitedStates.Male_Total_Population.data|Burke_NorthDakota_UnitedStates.Male_Total_Population.missing|Burke_NorthDakota_UnitedStates.Female_Total_Population.data|Burke_NorthDakota_UnitedStates.Female_Total_Population.missing|Burke_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Burke_NorthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|436.0|0|1095.0|0|1005.0|0|526.0|0
