|dates|Conejos_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Conejos_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Conejos_Colorado_UnitedStates.Male_Total_Population.data|Conejos_Colorado_UnitedStates.Male_Total_Population.missing|Conejos_Colorado_UnitedStates.Female_Total_Population.data|Conejos_Colorado_UnitedStates.Female_Total_Population.missing|Conejos_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Conejos_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1582.0|0|4117.0|0|4083.0|0|2126.0|0
