|dates|Coffee_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Coffee_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Coffee_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Coffee_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Coffee_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Coffee_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Coffee_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Coffee_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-02|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-03|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-04|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-05|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-06|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-07|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-08|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-09|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-10|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-11|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-12|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-13|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-14|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-15|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-16|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-17|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-18|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-19|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-20|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-21|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-22|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-23|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-24|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-25|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-26|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-27|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-28|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-29|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-30|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-01-31|24788.0|0|1025.0|0|3.9708673923991786|0|25813.0|0
0|2020-02-01|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-02|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-03|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-04|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-05|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-06|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-07|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-08|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-09|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-10|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-11|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-12|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
0|2020-02-13|24867.5|0|1037.5|0|4.005018336228527|0|25905.0|0
