|dates|Drew_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Drew_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Drew_Arkansas_UnitedStates.Male_Total_Population.data|Drew_Arkansas_UnitedStates.Male_Total_Population.missing|Drew_Arkansas_UnitedStates.Female_Total_Population.data|Drew_Arkansas_UnitedStates.Female_Total_Population.missing|Drew_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Drew_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3207.0|0|8955.0|0|9373.0|0|3939.0|0
