|dates|Waukesha_Wisconsin_UnitedStates.BLS_EmployedPopulation.data|Waukesha_Wisconsin_UnitedStates.BLS_EmployedPopulation.missing|Waukesha_Wisconsin_UnitedStates.BLS_UnemployedPopulation.data|Waukesha_Wisconsin_UnitedStates.BLS_UnemployedPopulation.missing|Waukesha_Wisconsin_UnitedStates.BLS_UnemploymentRate.data|Waukesha_Wisconsin_UnitedStates.BLS_UnemploymentRate.missing|Waukesha_Wisconsin_UnitedStates.BLS_LaborForcePopulation.data|Waukesha_Wisconsin_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-02|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-03|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-04|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-05|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-06|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-07|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-08|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-09|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-10|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-11|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-12|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-13|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-14|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-15|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-16|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-17|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-18|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-19|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-20|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-21|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-22|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-23|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-24|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-25|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-26|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-27|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-28|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-29|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-30|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-01-31|215980.5|0|7098.0|0|3.1818395766512686|0|223078.5|0
0|2020-02-01|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-02|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-03|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-04|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-05|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-06|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-07|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-08|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-09|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-10|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-11|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-12|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-13|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
0|2020-02-14|217632.5|0|6652.5|0|2.966092248701429|0|224285.0|0
