|dates|Catron_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Catron_NewMexico_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Catron_NewMexico_UnitedStates.Male_Total_Population.data|Catron_NewMexico_UnitedStates.Male_Total_Population.missing|Catron_NewMexico_UnitedStates.Female_Total_Population.data|Catron_NewMexico_UnitedStates.Female_Total_Population.missing|Catron_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.data|Catron_NewMexico_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1486.0|0|1889.0|0|1689.0|0|437.0|0
