|dates|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedCases.data|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Taliaferro_Georgia_UnitedStates.NYT_ConfirmedCases.data|Taliaferro_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Taliaferro_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|156.0|0|0.0|100|3.0|0|0.0|100
