|dates|Washington_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Washington_Maryland_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Washington_Maryland_UnitedStates.Male_Total_Population.data|Washington_Maryland_UnitedStates.Male_Total_Population.missing|Washington_Maryland_UnitedStates.Female_Total_Population.data|Washington_Maryland_UnitedStates.Female_Total_Population.missing|Washington_Maryland_UnitedStates.MaleAndFemale_Under18_Population.data|Washington_Maryland_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|26006.0|0|76833.0|0|74093.0|0|32969.0|0
