|dates|Clay_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Clay_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Clay_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Clay_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Clay_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Clay_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|8666.0|0|0.0|100|92.0|0|0.0|100
