|dates|Lee_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lee_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lee_Iowa_UnitedStates.Male_Total_Population.data|Lee_Iowa_UnitedStates.Male_Total_Population.missing|Lee_Iowa_UnitedStates.Female_Total_Population.data|Lee_Iowa_UnitedStates.Female_Total_Population.missing|Lee_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Lee_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6917.0|0|17161.0|0|16894.0|0|7297.0|0
