|dates|Henry_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Henry_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Henry_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Henry_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Henry_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Henry_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Henry_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Henry_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-02|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-03|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-04|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-05|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-06|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-07|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-08|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-09|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-10|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-11|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-12|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-13|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-14|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-15|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-16|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-17|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-18|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-19|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-20|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-21|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-22|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-23|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-24|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-25|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-26|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-27|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-28|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-29|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-30|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-01-31|13413.0|0|765.0|0|5.39568345323741|0|14178.0|0
0|2020-02-01|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-02|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-03|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-04|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-05|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-06|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-07|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-08|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-09|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-10|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-11|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-12|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-13|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-14|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-15|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-16|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-17|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-18|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-19|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-20|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-21|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-22|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-23|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-24|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-25|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-26|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-27|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-28|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-02-29|13398.0|0|772.0|0|5.448129851799576|0|14170.0|0
0|2020-03-01|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-02|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-03|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-04|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-05|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-06|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-07|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-08|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-09|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-10|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-11|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-12|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-13|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-14|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-15|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-16|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-17|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-18|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-19|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-20|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-21|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-22|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-23|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-24|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-25|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-26|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-27|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-28|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-29|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-30|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-03-31|13354.5|0|708.0|0|5.034666666666666|0|14062.5|0
0|2020-04-01|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-02|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-03|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-04|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-05|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-06|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-07|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-08|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-09|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-10|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-11|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-12|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-13|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-14|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
0|2020-04-15|11585.0|0|2071.0|0|15.165495020503808|0|13656.0|0
