|dates|KodiakIsland_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|KodiakIsland_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|KodiakIsland_Alaska_UnitedStates.Male_Total_Population.data|KodiakIsland_Alaska_UnitedStates.Male_Total_Population.missing|KodiakIsland_Alaska_UnitedStates.Female_Total_Population.data|KodiakIsland_Alaska_UnitedStates.Female_Total_Population.missing|KodiakIsland_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|KodiakIsland_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1379.0|0|7096.0|0|6249.0|0|3417.0|0
