|dates|Navajo_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Navajo_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Navajo_Arizona_UnitedStates.Male_Total_Population.data|Navajo_Arizona_UnitedStates.Male_Total_Population.missing|Navajo_Arizona_UnitedStates.Female_Total_Population.data|Navajo_Arizona_UnitedStates.Female_Total_Population.missing|Navajo_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Navajo_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|20010.0|0|55281.0|0|55164.0|0|29472.0|0
