|dates|Smith_Kansas_UnitedStates.AveragePrecipitationTotal.data|Smith_Kansas_UnitedStates.AveragePrecipitationTotal.missing|Smith_Kansas_UnitedStates.AveragePrecipitation.data|Smith_Kansas_UnitedStates.AveragePrecipitation.missing|Smith_Kansas_UnitedStates.AverageWindDirection.data|Smith_Kansas_UnitedStates.AverageWindDirection.missing|Smith_Kansas_UnitedStates.AverageWindSpeed.data|Smith_Kansas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|12|0.0|12|233.9375|0|5.65625|0
