|dates|Jackson_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Louisiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Louisiana_UnitedStates.Male_Total_Population.data|Jackson_Louisiana_UnitedStates.Male_Total_Population.missing|Jackson_Louisiana_UnitedStates.Female_Total_Population.data|Jackson_Louisiana_UnitedStates.Female_Total_Population.missing|Jackson_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Louisiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3166.0|0|8158.0|0|7744.0|0|3490.0|0
