|dates|Camden_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Camden_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Camden_NorthCarolina_UnitedStates.Male_Total_Population.data|Camden_NorthCarolina_UnitedStates.Male_Total_Population.missing|Camden_NorthCarolina_UnitedStates.Female_Total_Population.data|Camden_NorthCarolina_UnitedStates.Female_Total_Population.missing|Camden_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Camden_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1750.0|0|5336.0|0|5374.0|0|2445.0|0
