|dates|SanDiego_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SanDiego_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SanDiego_California_UnitedStates.Male_Total_Population.data|SanDiego_California_UnitedStates.Male_Total_Population.missing|SanDiego_California_UnitedStates.Female_Total_Population.data|SanDiego_California_UnitedStates.Female_Total_Population.missing|SanDiego_California_UnitedStates.MaleAndFemale_Under18_Population.data|SanDiego_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|469454.0|0|1682449.0|0|1660915.0|0|722408.0|0
