|dates|SantaCruz_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|SantaCruz_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|SantaCruz_Arizona_UnitedStates.Male_Total_Population.data|SantaCruz_Arizona_UnitedStates.Male_Total_Population.missing|SantaCruz_Arizona_UnitedStates.Female_Total_Population.data|SantaCruz_Arizona_UnitedStates.Female_Total_Population.missing|SantaCruz_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|SantaCruz_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8421.0|0|22473.0|0|24038.0|0|12435.0|0
