|dates|Cochise_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cochise_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cochise_Arizona_UnitedStates.Male_Total_Population.data|Cochise_Arizona_UnitedStates.Male_Total_Population.missing|Cochise_Arizona_UnitedStates.Female_Total_Population.data|Cochise_Arizona_UnitedStates.Female_Total_Population.missing|Cochise_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Cochise_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|28326.0|0|64380.0|0|62390.0|0|27312.0|0
