|dates|Cass_NorthDakota_UnitedStates.BLS_EmployedPopulation.data|Cass_NorthDakota_UnitedStates.BLS_EmployedPopulation.missing|Cass_NorthDakota_UnitedStates.BLS_UnemployedPopulation.data|Cass_NorthDakota_UnitedStates.BLS_UnemployedPopulation.missing|Cass_NorthDakota_UnitedStates.BLS_UnemploymentRate.data|Cass_NorthDakota_UnitedStates.BLS_UnemploymentRate.missing|Cass_NorthDakota_UnitedStates.BLS_LaborForcePopulation.data|Cass_NorthDakota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-02|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-03|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-04|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-05|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-06|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-07|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-08|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-09|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-10|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-11|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-12|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-13|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-14|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-15|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-16|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-17|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-18|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-19|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-20|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-21|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-22|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-23|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-24|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-25|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-26|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-27|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-28|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-29|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-30|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
0|2020-01-31|100118.5|0|2630.5|0|2.5601222396325025|0|102749.0|0
