|dates|Henry_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Henry_Alabama_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Henry_Alabama_UnitedStates.Male_Total_Population.data|Henry_Alabama_UnitedStates.Male_Total_Population.missing|Henry_Alabama_UnitedStates.Female_Total_Population.data|Henry_Alabama_UnitedStates.Female_Total_Population.missing|Henry_Alabama_UnitedStates.MaleAndFemale_Under18_Population.data|Henry_Alabama_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3910.0|0|8300.0|0|8909.0|0|3547.0|0
