|dates|Kitsap_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kitsap_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kitsap_Washington_UnitedStates.Male_Total_Population.data|Kitsap_Washington_UnitedStates.Male_Total_Population.missing|Kitsap_Washington_UnitedStates.Female_Total_Population.data|Kitsap_Washington_UnitedStates.Female_Total_Population.missing|Kitsap_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|Kitsap_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|48094.0|0|137982.0|0|131823.0|0|55252.0|0
