|dates|Walton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Walton_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Walton_Georgia_UnitedStates.Male_Total_Population.data|Walton_Georgia_UnitedStates.Male_Total_Population.missing|Walton_Georgia_UnitedStates.Female_Total_Population.data|Walton_Georgia_UnitedStates.Female_Total_Population.missing|Walton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Walton_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14488.0|0|45507.0|0|47996.0|0|23085.0|0
