|dates|Ogle_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ogle_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ogle_Illinois_UnitedStates.Male_Total_Population.data|Ogle_Illinois_UnitedStates.Male_Total_Population.missing|Ogle_Illinois_UnitedStates.Female_Total_Population.data|Ogle_Illinois_UnitedStates.Female_Total_Population.missing|Ogle_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Ogle_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9547.0|0|25292.0|0|25631.0|0|11420.0|0
