|dates|PrinceWilliam_Virginia_UnitedStates.BLS_EmployedPopulation.data|PrinceWilliam_Virginia_UnitedStates.BLS_EmployedPopulation.missing|PrinceWilliam_Virginia_UnitedStates.BLS_UnemployedPopulation.data|PrinceWilliam_Virginia_UnitedStates.BLS_UnemployedPopulation.missing|PrinceWilliam_Virginia_UnitedStates.BLS_UnemploymentRate.data|PrinceWilliam_Virginia_UnitedStates.BLS_UnemploymentRate.missing|PrinceWilliam_Virginia_UnitedStates.BLS_LaborForcePopulation.data|PrinceWilliam_Virginia_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-02|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-03|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-04|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-05|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-06|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-07|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-08|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-09|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-10|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-11|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-12|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-13|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-14|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-15|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-16|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-17|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-18|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-19|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-20|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-21|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-22|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-23|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-24|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-25|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-26|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-27|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-28|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-29|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-30|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-01-31|244088.5|0|6461.5|0|2.578926362003592|0|250550.0|0
0|2020-02-01|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-02|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-03|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-04|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-05|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-06|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-07|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-08|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-09|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-10|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-11|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-12|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-13|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-14|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-15|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-16|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-17|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-18|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-19|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-20|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-21|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
0|2020-02-22|246201.5|0|5889.0|0|2.3360658176329534|0|252090.5|0
