|dates|Fairfield_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fairfield_Connecticut_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fairfield_Connecticut_UnitedStates.Male_Total_Population.data|Fairfield_Connecticut_UnitedStates.Male_Total_Population.missing|Fairfield_Connecticut_UnitedStates.Female_Total_Population.data|Fairfield_Connecticut_UnitedStates.Female_Total_Population.missing|Fairfield_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.data|Fairfield_Connecticut_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|149918.0|0|459748.0|0|484075.0|0|212038.0|0
