|dates|Daggett_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Daggett_Utah_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Daggett_Utah_UnitedStates.Male_Total_Population.data|Daggett_Utah_UnitedStates.Male_Total_Population.missing|Daggett_Utah_UnitedStates.Female_Total_Population.data|Daggett_Utah_UnitedStates.Female_Total_Population.missing|Daggett_Utah_UnitedStates.MaleAndFemale_Under18_Population.data|Daggett_Utah_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|251.0|0|556.0|0|424.0|0|217.0|0
