|dates|Buncombe_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Buncombe_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Buncombe_NorthCarolina_UnitedStates.Male_Total_Population.data|Buncombe_NorthCarolina_UnitedStates.Male_Total_Population.missing|Buncombe_NorthCarolina_UnitedStates.Female_Total_Population.data|Buncombe_NorthCarolina_UnitedStates.Female_Total_Population.missing|Buncombe_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Buncombe_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|51828.0|0|124207.0|0|134896.0|0|47834.0|0
