|dates|Bartholomew_Indiana_UnitedStates.AveragePrecipitationTotal.data|Bartholomew_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Bartholomew_Indiana_UnitedStates.AveragePrecipitation.data|Bartholomew_Indiana_UnitedStates.AveragePrecipitation.missing|Bartholomew_Indiana_UnitedStates.AverageWindDirection.data|Bartholomew_Indiana_UnitedStates.AverageWindDirection.missing|Bartholomew_Indiana_UnitedStates.AverageWindSpeed.data|Bartholomew_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|8|0.0|8|305.0|0|12.152777777777779|0
