|dates|Park_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Park_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Park_Colorado_UnitedStates.Male_Total_Population.data|Park_Colorado_UnitedStates.Male_Total_Population.missing|Park_Colorado_UnitedStates.Female_Total_Population.data|Park_Colorado_UnitedStates.Female_Total_Population.missing|Park_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Park_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3793.0|0|9768.0|0|8788.0|0|2810.0|0
