|dates|Marshall_Indiana_UnitedStates.AveragePrecipitationTotal.data|Marshall_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Marshall_Indiana_UnitedStates.AveragePrecipitation.data|Marshall_Indiana_UnitedStates.AveragePrecipitation.missing|Marshall_Indiana_UnitedStates.AverageWindDirection.data|Marshall_Indiana_UnitedStates.AverageWindDirection.missing|Marshall_Indiana_UnitedStates.AverageWindSpeed.data|Marshall_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|8|0.0|8|272.9166666666667|0|9.1875|0
