|dates|Richland_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richland_Montana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richland_Montana_UnitedStates.Male_Total_Population.data|Richland_Montana_UnitedStates.Male_Total_Population.missing|Richland_Montana_UnitedStates.Female_Total_Population.data|Richland_Montana_UnitedStates.Female_Total_Population.missing|Richland_Montana_UnitedStates.MaleAndFemale_Under18_Population.data|Richland_Montana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1632.0|0|5694.0|0|5219.0|0|2757.0|0
