|dates|Lynn_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lynn_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lynn_Texas_UnitedStates.Male_Total_Population.data|Lynn_Texas_UnitedStates.Male_Total_Population.missing|Lynn_Texas_UnitedStates.Female_Total_Population.data|Lynn_Texas_UnitedStates.Female_Total_Population.missing|Lynn_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Lynn_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|990.0|0|2997.0|0|2880.0|0|1574.0|0
