|dates|OutofVT_Vermont_UnitedStates.BLS_EmployedPopulation.data|OutofVT_Vermont_UnitedStates.BLS_EmployedPopulation.missing|OutofVT_Vermont_UnitedStates.BLS_UnemployedPopulation.data|OutofVT_Vermont_UnitedStates.BLS_UnemployedPopulation.missing|OutofVT_Vermont_UnitedStates.BLS_UnemploymentRate.data|OutofVT_Vermont_UnitedStates.BLS_UnemploymentRate.missing|OutofVT_Vermont_UnitedStates.BLS_LaborForcePopulation.data|OutofVT_Vermont_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|0.0|100|0.0|100|0.0|100|0.0|100
