|dates|Logan_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Logan_WestVirginia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Logan_WestVirginia_UnitedStates.Male_Total_Population.data|Logan_WestVirginia_UnitedStates.Male_Total_Population.missing|Logan_WestVirginia_UnitedStates.Female_Total_Population.data|Logan_WestVirginia_UnitedStates.Female_Total_Population.missing|Logan_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.data|Logan_WestVirginia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6601.0|0|16105.0|0|16502.0|0|6677.0|0
