|dates|Cass_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cass_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cass_Indiana_UnitedStates.Male_Total_Population.data|Cass_Indiana_UnitedStates.Male_Total_Population.missing|Cass_Indiana_UnitedStates.Female_Total_Population.data|Cass_Indiana_UnitedStates.Female_Total_Population.missing|Cass_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Cass_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6753.0|0|18958.0|0|18997.0|0|8752.0|0
