|dates|OtterTail_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|OtterTail_Minnesota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|OtterTail_Minnesota_UnitedStates.Male_Total_Population.data|OtterTail_Minnesota_UnitedStates.Male_Total_Population.missing|OtterTail_Minnesota_UnitedStates.Female_Total_Population.data|OtterTail_Minnesota_UnitedStates.Female_Total_Population.missing|OtterTail_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.data|OtterTail_Minnesota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13992.0|0|29588.0|0|29224.0|0|12881.0|0
