|dates|Scott_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Scott_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Scott_Tennessee_UnitedStates.Male_Total_Population.data|Scott_Tennessee_UnitedStates.Male_Total_Population.missing|Scott_Tennessee_UnitedStates.Female_Total_Population.data|Scott_Tennessee_UnitedStates.Female_Total_Population.missing|Scott_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Scott_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3704.0|0|10821.0|0|11218.0|0|5357.0|0
