|dates|Lincoln_Washington_UnitedStates.JHU_ConfirmedCases.data|Lincoln_Washington_UnitedStates.JHU_ConfirmedCases.missing|Lincoln_Washington_UnitedStates.NYT_ConfirmedCases.data|Lincoln_Washington_UnitedStates.NYT_ConfirmedCases.missing|Lincoln_Washington_UnitedStates.JHU_ConfirmedDeaths.data|Lincoln_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|Lincoln_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|Lincoln_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|906.0|0|0.0|100|12.0|0|0.0|100
