|dates|Broome_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Broome_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Broome_NewYork_UnitedStates.Male_Total_Population.data|Broome_NewYork_UnitedStates.Male_Total_Population.missing|Broome_NewYork_UnitedStates.Female_Total_Population.data|Broome_NewYork_UnitedStates.Female_Total_Population.missing|Broome_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Broome_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|36542.0|0|94240.0|0|97419.0|0|36990.0|0
