|dates|Fannin_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fannin_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fannin_Georgia_UnitedStates.Male_Total_Population.data|Fannin_Georgia_UnitedStates.Male_Total_Population.missing|Fannin_Georgia_UnitedStates.Female_Total_Population.data|Fannin_Georgia_UnitedStates.Female_Total_Population.missing|Fannin_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Fannin_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7663.0|0|12610.0|0|13354.0|0|4310.0|0
