|dates|Kaufman_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Kaufman_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Kaufman_Texas_UnitedStates.Male_Total_Population.data|Kaufman_Texas_UnitedStates.Male_Total_Population.missing|Kaufman_Texas_UnitedStates.Female_Total_Population.data|Kaufman_Texas_UnitedStates.Female_Total_Population.missing|Kaufman_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Kaufman_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15367.0|0|63360.0|0|65262.0|0|35656.0|0
