|dates|BigStone_Minnesota_UnitedStates.BLS_EmployedPopulation.data|BigStone_Minnesota_UnitedStates.BLS_EmployedPopulation.missing|BigStone_Minnesota_UnitedStates.BLS_UnemployedPopulation.data|BigStone_Minnesota_UnitedStates.BLS_UnemployedPopulation.missing|BigStone_Minnesota_UnitedStates.BLS_UnemploymentRate.data|BigStone_Minnesota_UnitedStates.BLS_UnemploymentRate.missing|BigStone_Minnesota_UnitedStates.BLS_LaborForcePopulation.data|BigStone_Minnesota_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-02|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-03|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-04|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-05|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-06|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-07|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-08|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-09|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-10|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-11|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-12|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-13|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-14|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-15|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-16|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-17|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-18|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-19|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-20|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-21|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-22|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
0|2020-01-23|2251.0|0|179.0|0|7.366255144032922|0|2430.0|0
