|dates|Bourbon_Kansas_UnitedStates.AverageDailyTemperature.data|Bourbon_Kansas_UnitedStates.AverageDailyTemperature.missing|Bourbon_Kansas_UnitedStates.AverageDewPoint.data|Bourbon_Kansas_UnitedStates.AverageDewPoint.missing|Bourbon_Kansas_UnitedStates.AverageRelativeHumidity.data|Bourbon_Kansas_UnitedStates.AverageRelativeHumidity.missing|Bourbon_Kansas_UnitedStates.AverageSurfaceAirPressure.data|Bourbon_Kansas_UnitedStates.AverageSurfaceAirPressure.missing
0|2020-01-01|42.302083333333336|0|29.510416666666668|0|61.083333333333336|0|28.741562499999986|0
0|2020-01-02|46.510416666666664|0|42.260416666666664|0|85.36458333333333|0|28.603385416666622|0
0|2020-01-03|41.458333333333336|0|34.520833333333336|0|77.359375|0|28.904270833333367|0
0|2020-01-04|35.958333333333336|0|20.864583333333332|0|55.104166666666664|0|29.191874999999996|0
0|2020-01-05|42.15625|0|26.104166666666668|0|55.125|0|29.17072916666668|0
0|2020-01-06|38.104166666666664|0|26.59375|0|64.53125|0|29.145416666666634|0
0|2020-01-07|39.822916666666664|0|25.583333333333332|0|58.760416666666664|0|29.213958333333323|0
0|2020-01-08|45.395833333333336|0|25.791666666666668|0|50.947916666666664|0|29.097708333333312|0
0|2020-01-09|56.635416666666664|0|48.34375|0|75.54166666666667|0|28.88010416666668|0
0|2020-01-10|51.84375|0|50.666666666666664|0|95.20833333333333|0|28.845833333333328|0
0|2020-01-11|23.171875|0|20.958333333333332|0|91.30208333333333|0|29.011562499999993|0
0|2020-01-12|31.645833333333332|0|27.5|0|85.77083333333333|0|29.105520833333333|0
0|2020-01-13|43.5625|0|37.5|0|81.08333333333333|0|29.08760416666668|0
0|2020-01-14|49.46875|0|45.635416666666664|0|87.28125|0|29.03385416666663|0
0|2020-01-15|49.0|0|45.302083333333336|0|87.5|0|29.09708333333333|0
0|2020-01-16|27.71875|0|20.166666666666668|0|73.64583333333333|0|29.567916666666672|0
0|2020-01-17|36.177083333333336|0|34.78125|0|94.85416666666667|0|29.161874999999995|0
0|2020-01-18|38.510416666666664|0|30.177083333333332|0|73.5625|0|29.193958333333313|0
0|2020-01-19|26.260416666666668|0|15.958333333333334|0|65.92708333333333|0|29.494062500000016|0
0|2020-01-20|20.895833333333332|0|13.177083333333334|0|72.73958333333333|0|29.552604166666683|0
0|2020-01-21|26.427083333333332|0|19.697916666666668|0|76.51041666666667|0|29.420000000000005|0
0|2020-01-22|34.635416666666664|0|32.052083333333336|0|90.9375|0|29.021718749999966|0
0|2020-01-23|36.927083333333336|0|36.28125|0|97.40625|0|28.884062499999995|0
0|2020-01-24|32.65625|0|30.572916666666668|0|92.0625|0|28.98770833333334|0
0|2020-01-25|32.833333333333336|0|30.364583333333332|0|91.0|0|29.059166666666655|0
0|2020-01-26|39.34375|0|35.5625|0|87.63541666666667|0|28.97052083333332|0
0|2020-01-27|38.296875|0|34.161458333333336|0|86.5|0|28.981666666666694|0
0|2020-01-28|32.145833333333336|0|31.541666666666668|0|96.86458333333333|0|29.020312500000006|0
0|2020-01-29|31.760416666666668|0|30.28125|0|94.125|0|29.096979166666642|0
