|dates|Sitka_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Sitka_Alaska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Sitka_Alaska_UnitedStates.Male_Total_Population.data|Sitka_Alaska_UnitedStates.Male_Total_Population.missing|Sitka_Alaska_UnitedStates.Female_Total_Population.data|Sitka_Alaska_UnitedStates.Female_Total_Population.missing|Sitka_Alaska_UnitedStates.MaleAndFemale_Under18_Population.data|Sitka_Alaska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1361.0|0|4400.0|0|4247.0|0|1854.0|0
