|dates|Bradley_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bradley_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bradley_Tennessee_UnitedStates.Male_Total_Population.data|Bradley_Tennessee_UnitedStates.Male_Total_Population.missing|Bradley_Tennessee_UnitedStates.Female_Total_Population.data|Bradley_Tennessee_UnitedStates.Female_Total_Population.missing|Bradley_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Bradley_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18275.0|0|51892.0|0|54835.0|0|23242.0|0
